B365_decimal_a,B365_decimal_b,B365_valid,PS_decimal_a,PS_decimal_b,PS_valid,a_1stIn,a_1stWon,a_2ndWon,a_SvGms,a_ace,a_age_years,a_bpFaced,a_bpSaved,a_df,a_entity_id,a_entry,a_hand,a_height_cm,a_identity_correction,a_identity_metadata_status,a_ioc,a_rank,a_rank_points,a_seed,a_source_id,a_source_name,a_source_side,a_svpt,a_won,abandoned,additional_count_evidence,archive_date_basis,b_1stIn,b_1stWon,b_2ndWon,b_SvGms,b_ace,b_age_years,b_bpFaced,b_bpSaved,b_df,b_entity_id,b_entry,b_hand,b_height_cm,b_identity_correction,b_identity_metadata_status,b_ioc,b_rank,b_rank_points,b_seed,b_source_id,b_source_name,b_source_side,b_svpt,best_of,competition_type,completed,count_block_status,count_correction_applied,court_recorded,date_basis,defaulted,draw_size,identity_basis,identity_tier,market_source_path,market_source_row,market_source_sha256,match_date,match_id,match_num,minutes,played,player_a,player_b,population_basis,ranking_metadata_basis,retired,round,score,season,source_correction,source_field_agreement,source_file_sha256,source_key,source_line_number,source_member,source_row_number,source_season,started_evidence,status,surface,tourney_anchor_date,tourney_id,tourney_level,tourney_name,walkover
2.307,1.596,true,2.064,1.833,true,21,17,4,5,4,26.6,4,2,0,200019,,R,201,,synthetic,SYN,11,4456,8,200019,P 19,l,30,false,false,,synthetic_event_anchor,53,38,21,14,10,18.1,5,4,2,200040,,R,180,,synthetic,SYN,2,8470,2,200040,P 40,w,88,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,12,,2011-01-05,2011-301/11,11,111,true,200019,200040,level_A,synthetic,false,QF,6-4 6-4,2011,,true,,2011-301/11,12,atp_matches_2011.csv,11,2011,,completed,Hard,20110103,2011-301,A,Sample 301,false
1.182,4.670,true,1.203,5.034,true,46,38,17,12,5,17.7,4,3,1,200021,,L,205,,synthetic,SYN,5,6832,5,200021,P 21,w,74,true,false,,synthetic_event_anchor,48,32,7,10,5,26.9,7,4,2,200053,,R,203,,synthetic,SYN,16,3130,,200053,P 53,l,64,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,13,,2011-01-05,2011-301/12,12,92,true,200021,200053,level_A,synthetic,false,QF,1-6 3-6,2011,,true,,2011-301/12,13,atp_matches_2011.csv,12,2011,,completed,Hard,20110103,2011-301,A,Sample 301,false
1.499,2.544,true,1.604,2.459,true,38,33,32,13,7,22.2,8,7,0,200014,,L,196,,synthetic,SYN,1,9100,1,200014,P 14,w,84,true,false,,synthetic_event_anchor,41,32,8,9,4,14.7,5,4,0,200050,,R,170,,synthetic,SYN,4,7339,3,200050,P 50,l,59,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,14,,2011-01-06,2011-301/13,13,126,true,200014,200050,level_A,synthetic,false,SF,6-3 6-1,2011,,false,,2011-301/13,14,atp_matches_2011.csv,13,2011,,completed,Hard,20110103,2011-301,A,Sample 301,false
1.491,2.570,true,1.653,2.352,true,50,38,26,12,3,17.7,6,3,0,200021,,L,205,,synthetic,SYN,5,6832,5,200021,P 21,l,80,false,false,,synthetic_event_anchor,54,39,20,14,8,18.1,4,4,0,200040,,R,180,,synthetic,SYN,2,8470,2,200040,P 40,w,92,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,15,,2011-01-06,2011-301/14,14,60,true,200021,200040,level_A,synthetic,false,SF,6-3 4-6 2-6,2011,,true,,2011-301/14,15,atp_matches_2011.csv,14,2011,,completed,Hard,20110103,2011-301,A,Sample 301,false
1.340,3.185,true,1.327,3.621,true,65,51,25,17,8,22.2,2,1,3,200014,,L,196,,synthetic,SYN,1,9100,1,200014,P 14,l,109,false,false,,synthetic_event_anchor,43,37,20,11,6,18.2,9,2,0,200040,Q,R,180,,synthetic,SYN,2,8470,2,200040,P 40,w,70,3,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,16,,2011-01-07,2011-301/15,15,122,true,200014,200040,level_A,synthetic,false,F,6-4 3-6 4-6,2011,,true,,2011-301/15,16,atp_matches_2011.csv,15,2011,,completed,Hard,20110103,2011-301,A,Sample 301,false
1.031,11.145,true,1.133,6.776,true,40,31,12,10,7,26.7,7,3,3,200007,,R,184,,synthetic,SYN,5,6832,3,200007,P 07,w,63,true,false,,synthetic_event_anchor,43,25,8,11,3,23.4,5,5,2,200024,,R,171,,synthetic,SYN,46,444,,200024,P 24,l,68,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,17,,2011-01-17,2011-302/1,1,81,true,200007,200024,level_A,synthetic,false,R16,6-3 6-4,2011,,true,,2011-302/1,17,atp_matches_2011.csv,16,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
2.513,1.511,true,,,false,50,35,14,14,6,27.0,5,3,4,200001,,R,177,,synthetic,SYN,36,810,,200001,P 01,w,88,true,false,,synthetic_event_anchor,52,28,7,12,2,25.1,3,2,0,200041,,L,202,,synthetic,SYN,10,4784,6,200041,P 41,l,76,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,18,,2011-01-18,2011-302/2,2,94,true,200001,200041,level_A,synthetic,false,R16,6-4 1-6 6-2,2011,,true,,2011-302/2,18,atp_matches_2011.csv,17,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
1.088,7.100,true,1.114,7.562,true,30,26,16,9,4,22.3,3,2,3,200014,,L,196,,synthetic,SYN,1,9100,1,200014,P 14,w,56,true,false,,synthetic_event_anchor,43,30,12,11,5,24.0,4,3,1,200025,,L,173,,synthetic,SYN,22,2061,,200025,P 25,l,70,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,19,,2011-01-17,2011-302/3,3,86,true,200014,200025,level_A,synthetic,false,R16,6-2 6-0,2011,,true,,2011-302/3,19,atp_matches_2011.csv,18,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
2.226,1.637,true,2.244,1.711,true,46,33,23,13,3,20.1,11,7,0,200003,,R,203,,synthetic,SYN,21,2208,,200003,P 03,l,86,false,false,,synthetic_event_anchor,43,33,13,10,2,26.7,6,3,1,200019,,R,201,,synthetic,SYN,11,4456,7,200019,P 19,w,66,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,20,,2011-01-18,2011-302/4,4,126,true,200003,200019,level_A,synthetic,false,R16,6-4 3-6 6-1,2011,,true,,2011-302/4,20,atp_matches_2011.csv,19,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
1.145,5.364,true,1.137,6.660,true,41,25,14,10,6,23.4,8,6,0,200006,,R,193,,synthetic,SYN,2,8470,2,200006,P 06,l,62,false,false,,synthetic_event_anchor,39,34,12,9,2,28.8,4,2,2,200026,,R,192,,synthetic,SYN,19,2537,,200026,P 26,w,60,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,21,,2011-01-17,2011-302/5,5,109,true,200006,200026,level_A,synthetic,false,R16,0-6 4-6,2011,,true,,2011-302/5,21,atp_matches_2011.csv,20,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
2.107,1.708,true,2.228,1.721,true,60,37,16,14,5,27.8,4,2,1,200011,,R,176,,synthetic,SYN,29,1280,,200011,P 11,l,91,false,false,,synthetic_event_anchor,49,36,11,12,7,18.1,3,3,0,200022,WC,L,194,,synthetic,SYN,12,4151,,200022,P 22,w,77,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,22,,2011-01-18,2011-302/6,6,124,true,200011,200022,level_A,synthetic,false,R16,4-6 2-6,2011,,true,,2011-302/6,22,atp_matches_2011.csv,21,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
2.138,1.688,true,2.039,1.853,true,52,40,15,12,7,14.4,5,1,0,200008,,R,185,,synthetic,SYN,7,5923,4,200008,P 08,l,80,false,false,,synthetic_event_anchor,49,40,12,12,4,27.3,7,6,4,200030,,R,203,,synthetic,SYN,8,5515,5,200030,P 30,w,77,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,23,,2011-01-17,2011-302/7,7,65,true,200008,200030,level_A,synthetic,false,R16,6-2 2-6 6-1,2011,,true,,2011-302/7,23,atp_matches_2011.csv,22,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
1.843,1.933,true,2.008,1.879,true,39,31,17,12,5,25.7,7,4,3,200038,,R,180,,synthetic,SYN,14,3604,8,200038,P 38,w,74,true,false,,synthetic_event_anchor,30,19,4,7,2,22.9,6,2,2,200058,Q,R,204,,synthetic,SYN,34,921,,200058,P 58,l,47,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,24,,2011-01-18,2011-302/8,8,82,true,200038,200058,level_A,synthetic,false,R16,6-1 6-3,2011,,true,,2011-302/8,24,atp_matches_2011.csv,23,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
3.126,1.351,true,3.957,1.286,true,37,21,13,10,1,27.0,6,4,3,200001,Q,R,177,,synthetic,SYN,36,810,,200001,P 01,l,67,false,false,,synthetic_event_anchor,28,21,13,8,6,26.7,6,2,2,200007,,R,184,,synthetic,SYN,5,6832,3,200007,P 07,w,48,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,25,,2011-01-19,2011-302/9,9,126,true,200001,200007,level_A,synthetic,false,QF,6-3 6-4,2011,,true,,2011-302/9,25,atp_matches_2011.csv,24,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
1.226,4.094,true,1.300,3.830,true,63,54,21,15,3,22.3,4,1,1,200014,,L,196,,synthetic,SYN,1,9100,1,200014,P 14,w,96,true,false,,synthetic_event_anchor,66,50,16,15,8,26.7,3,1,2,200019,,R,201,,synthetic,SYN,11,4456,7,200019,P 19,l,97,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,26,,2011-01-19,2011-302/10,10,71,true,200014,200019,level_A,synthetic,false,QF,6-1 6-2,2011,,true,,2011-302/10,26,atp_matches_2011.csv,25,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
1.631,2.238,true,1.625,2.411,true,48,29,15,13,7,18.1,10,7,0,200022,,L,194,,synthetic,SYN,12,4151,,200022,P 22,l,81,false,false,,synthetic_event_anchor,48,37,14,11,9,28.8,8,6,1,200026,,R,192,,synthetic,SYN,19,2537,,200026,P 26,w,68,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,27,,2011-01-19,2011-302/11,11,88,true,200022,200026,level_A,synthetic,false,QF,2-6 2-6,2011,,true,,2011-302/11,27,atp_matches_2011.csv,26,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
1.497,2.552,true,1.451,2.932,true,41,35,13,10,5,27.3,3,1,1,200030,,R,203,,synthetic,SYN,8,5515,5,200030,P 30,w,61,true,false,,synthetic_event_anchor,62,49,20,15,10,25.7,4,3,1,200038,,R,180,,synthetic,SYN,14,3604,8,200038,P 38,l,93,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,28,,2011-01-19,2011-302/12,12,127,true,200030,200038,level_A,synthetic,false,QF,6-1 6-2,2011,,true,,2011-302/12,28,atp_matches_2011.csv,27,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
3.972,1.237,true,3.703,1.316,true,39,32,24,12,6,26.8,9,7,1,200007,,R,184,,synthetic,SYN,5,6832,3,200007,P 07,l,80,false,false,,synthetic_event_anchor,34,30,16,9,3,22.3,2,0,0,200014,,L,196,,synthetic,SYN,1,9100,1,200014,P 14,w,58,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,29,,2011-01-20,2011-302/13,13,69,true,200007,200014,level_A,synthetic,false,SF,2-6 6-4 6-2,2011,,true,,2011-302/13,29,atp_matches_2011.csv,28,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
3.850,1.250,true,3.258,1.383,true,39,29,8,10,4,28.8,2,2,1,200026,,R,192,,synthetic,SYN,19,2537,,200026,P 26,l,61,false,false,,synthetic_event_anchor,61,52,29,15,8,27.3,5,4,0,200030,,R,203,,synthetic,SYN,8,5515,5,200030,P 30,w,99,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,30,,2011-01-20,2011-302/14,14,102,true,200026,200030,level_A,synthetic,false,SF,6-3 6-2,2011,,true,,2011-302/14,30,atp_matches_2011.csv,29,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
1.371,3.025,true,1.239,4.486,true,40,35,22,10,5,22.3,4,1,0,200014,,L,196,,synthetic,SYN,1,9100,1,200014,P 14,w,65,true,false,,synthetic_event_anchor,68,54,21,17,6,27.3,1,0,1,200030,,R,203,,synthetic,SYN,8,5515,5,200030,P 30,l,107,3,individual_tour,true,usable,false,Indoor,synthetic_reported_date,false,16,synthetic,primary,synthetic,31,,2011-01-21,2011-302/15,15,64,true,200014,200030,level_A,synthetic,false,F,0-6 6-2 3-6,2011,,true,,2011-302/15,31,atp_matches_2011.csv,30,2011,,completed,Hard,20110117,2011-302,A,Sample 302,false
11.792,1.025,true,9.143,1.086,true,48,28,20,15,4,16.3,1,1,2,200013,,L,173,,synthetic,SYN,57,255,,200013,P 13,l,99,false,false,,synthetic_event_anchor,72,57,23,16,3,14.8,2,1,0,200050,Q,R,170,,synthetic,SYN,3,7884,3,200050,P 50,w,104,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,32,,2011-01-31,2011-501/1,1,110,true,200013,200050,level_G,synthetic,false,R32,6-1 6-3 6-1,2011,,true,,2011-501/1,32,atp_matches_2011.csv,31,2011,,completed,Hard,20110131,2011-501,G,Sample 501,false
1.081,7.428,true,1.145,6.399,true,78,60,31,20,9,14.5,3,1,5,200008,,R,185,,synthetic,SYN,7,5923,7,200008,P 08,l,131,false,false,,synthetic_event_anchor,49,40,24,14,6,16.4,6,5,2,200027,,R,177,,synthetic,SYN,49,376,,200027,P 27,w,88,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,33,,2011-02-01,2011-501/2,2,90,true,200008,200027,level_G,synthetic,false,R32,6-2 6-0 6-0,2011,,true,,2011-501/2,33,atp_matches_2011.csv,32,2011,,completed,Hard,20110131,2011-501,G,Sample 501,false
1.025,11.792,true,1.055,12.136,true,81,63,39,20,4,23.5,5,2,1,200006,,R,193,,synthetic,SYN,2,8470,4,200006,P 06,w,131,true,false,,synthetic_event_anchor,55,35,18,15,7,17.4,6,4,5,200044,,R,201,,synthetic,SYN,44,497,,200044,P 44,l,99,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,34,,2011-01-31,2011-501/3,3,178,true,200006,200044,level_G,synthetic,false,R32,2-6 0-6 6-2 2-6,2011,,true,,2011-501/3,34,atp_matches_2011.csv,33,2011,,completed,Hard,20110131,2011-501,G,Sample 501,false
1.074,7.775,true,1.112,7.635,true,72,62,22,17,10,26.8,7,4,3,200007,,R,184,,synthetic,SYN,6,6361,5,200007,P 07,w,108,true,false,,synthetic_event_anchor,64,47,17,16,6,16.4,3,1,2,200056,,L,,,synthetic,SYN,47,419,,200056,P 56,l,104,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,35,,2011-02-01,2011-501/4,4,70,true,200007,200056,level_G,synthetic,false,R32,6-3 4-6 6-4 6-4,2011,,true,,2011-501/4,35,atp_matches_2011.csv,34,2011,,completed,Hard,20110131,2011-501,G,Sample 501,false
1.025,11.792,true,1.062,11.339,true,67,57,29,17,13,22.3,5,4,1,200014,,L,196,,synthetic,SYN,1,9100,1,200014,P 14,w,109,true,false,,synthetic_event_anchor,58,40,18,16,5,21.0,5,4,7,200042,Q,R,195,,synthetic,SYN,29,1280,,200042,P 42,l,103,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic_provisional,provisional,synthetic,36,,2011-01-31,2011-501/5,5,179,true,200014,200042,level_G,synthetic,false,R32,4-6 6-0 6-1 2-6 6-1,2011,,true,,2011-501/5,36,atp_matches_2011.csv,35,2011,,completed,Hard,20110131,2011-501,G,Sample 501,false
,,false,,,false,69,47,24,18,9,27.0,6,3,4,200001,,R,177,,synthetic,SYN,40,631,,200001,P 01,w,118,true,false,,synthetic_event_anchor,66,51,22,15,11,14.0,3,3,1,200039,,R,188,,synthetic,SYN,21,2208,,200039,P 39,l,99,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,37,,2011-02-01,2011-501/6,6,190,true,200001,200039,level_G,synthetic,false,R32,2-6 6-3 2-6 4-6,2011,,true,,2011-501/6,37,atp_matches_2011.csv,36,2011,,completed,Hard,20110131,2011-501,G,Sample 501,false
1.805,1.977,true,2.003,1.884,true,80,57,29,20,5,25.7,4,2,2,200038,,R,180,,synthetic,SYN,13,3867,,200038,P 38,l,131,false,false,,synthetic_event_anchor,64,51,19,15,5,23.6,3,1,2,200059,,L,195,,synthetic,SYN,17,2918,,200059,P 59,w,99,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,38,,2011-01-31,2011-501/7,7,197,true,200038,200059,level_G,synthetic,false,R32,6-0 6-3 1-6 6-1,2011,,true,,2011-501/7,38,atp_matches_2011.csv,37,2011,,completed,Hard,20110131,2011-501,G,Sample 501,false
2.415,1.548,true,2.410,1.626,true,95,61,19,24,10,27.9,4,3,3,200011,,R,176,,synthetic,SYN,28,1368,,200011,P 11,l,153,false,false,,synthetic_event_anchor,57,43,17,15,7,18.2,5,3,3,200022,,L,194,,synthetic,SYN,15,3358,,200022,P 22,w,93,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,39,,2011-02-01,2011-501/8,8,109,true,200011,200022,level_G,synthetic,false,R32,6-1 2-6 6-4 0-6 0-6,2011,,true,,2011-501/8,39,atp_matches_2011.csv,38,2011,,completed,Hard,20110131,2011-501,G,Sample 501,false
5.694,1.131,true,4.843,1.214,true,73,46,24,18,6,16.4,8,2,7,200004,,R,,,synthetic,SYN,43,527,,200004,P 04,l,117,false,false,,synthetic_event_anchor,64,47,23,16,11,28.2,4,3,3,200049,,R,203,,synthetic,SYN,9,5136,,200049,P 49,w,105,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,40,,2011-01-31,2011-501/9,9,94,true,200004,200049,level_G,synthetic,false,R32,0-6 6-3 6-3 6-1,2011,,true,,2011-501/9,40,atp_matches_2011.csv,39,2011,,completed,Hard,20110131,2011-501,G,Sample 501,false
1.072,7.839,true,1.244,4.418,true,71,52,24,17,10,26.7,8,6,1,200019,,R,201,,synthetic,SYN,11,4456,,200019,P 19,l,109,false,false,,synthetic_event_anchor,87,64,17,18,6,16.4,3,2,1,200047,,R,183,,synthetic,SYN,56,266,,200047,P 47,w,118,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,41,,2011-02-01,2011-501/10,10,219,true,200019,200047,level_G,synthetic,false,R32,6-1 1-6 6-4 6-1,2011,,true,,2011-501/10,41,atp_matches_2011.csv,40,2011,,completed,Hard,20110131,2011-501,G,Sample 501,false
4.289,1.209,true,3.282,1.379,true,83,64,32,22,13,28.8,6,3,3,200026,,R,192,,synthetic,SYN,22,2061,,200026,P 26,w,141,true,false,,synthetic_event_anchor,78,46,31,21,2,27.3,8,7,2,200030,,R,203,,synthetic,SYN,8,5515,8,200030,P 30,l,137,5,individual_tour,true,usable,false,Outdoor,synthetic_reported_date,false,32,synthetic,primary,synthetic,42,,2011-01-31,2011-501/11,11,88,true,200026,200030,level_G,synthetic,false,R32,6-0 2-6 2-6 6-3 6-2,2011,,true,,2011-501/11,42,atp_matches_2011.csv,41,2011,,completed,Hard,20110131,2011-501,G,Sample 501,false
